drug_name, pubchem_id, cns, xlogp, tpsa, MaxEStateIndex, MinEStateIndex, MaxAbsEStateIndex, MinAbsEStateIndex, qed, MolWt, HeavyAtomMolWt, ExactMolWt, NumValenceElectrons, NumRadicalElectrons, MaxPartialCharge, MinPartialCharge, MaxAbsPartialCharge, MinAbsPartialCharge, FpDensityMorgan1, FpDensityMorgan2, FpDensityMorgan3, BalabanJ, BertzCT, Chi0, Chi0n, Chi0v, Chi1, Chi1n, Chi1v, Chi2n, Chi2v, Chi3n, Chi3v, Chi4n, Chi4v, HallKierAlpha, Ipc, Kappa1, Kappa2, Kappa3, LabuteASA, PEOE_VSA1, PEOE_VSA10, PEOE_VSA11, PEOE_VSA12, PEOE_VSA13, PEOE_VSA14, PEOE_VSA2, PEOE_VSA3, PEOE_VSA4, PEOE_VSA5, PEOE_VSA6, PEOE_VSA7, PEOE_VSA8, PEOE_VSA9, SMR_VSA1, SMR_VSA10, SMR_VSA2, SMR_VSA3, SMR_VSA4, SMR_VSA5, SMR_VSA6, SMR_VSA7, SMR_VSA8, SMR_VSA9, SlogP_VSA1, SlogP_VSA10, SlogP_VSA11, SlogP_VSA12, SlogP_VSA2, SlogP_VSA3, SlogP_VSA4, SlogP_VSA5, SlogP_VSA6, SlogP_VSA7, SlogP_VSA8, SlogP_VSA9, EState_VSA1, EState_VSA10, EState_VSA11, EState_VSA2, EState_VSA3, EState_VSA4, EState_VSA5, EState_VSA6, EState_VSA7, EState_VSA8, EState_VSA9, VSA_EState1, VSA_EState10, VSA_EState2, VSA_EState3, VSA_EState4, VSA_EState5, VSA_EState6, VSA_EState7, VSA_EState8, VSA_EState9, FractionCSP3, HeavyAtomCount, NHOHCount, NOCount, NumAliphaticCarbocycles, NumAliphaticHeterocycles, NumAliphaticRings, NumAromaticCarbocycles, NumAromaticHeterocycles, NumAromaticRings, NumHAcceptors, NumHDonors, NumHeteroatoms, NumRotatableBonds, NumSaturatedCarbocycles, NumSaturatedHeterocycles, NumSaturatedRings, RingCount, MolMR, fr_Al_COO, fr_Al_OH, fr_Al_OH_noTert, fr_ArN, fr_Ar_COO, fr_Ar_N, fr_Ar_NH, fr_Ar_OH, fr_COO, fr_COO2, fr_C_O, fr_C_O_noCOO, fr_C_S, fr_HOCCN, fr_Imine, fr_NH0, fr_NH1, fr_NH2, fr_N_O, fr_Ndealkylation1, fr_Ndealkylation2, fr_Nhpyrrole, fr_SH, fr_aldehyde, fr_alkyl_carbamate, fr_alkyl_halide, fr_allylic_oxid, fr_amide, fr_amidine, fr_aniline, fr_aryl_methyl, fr_azide, fr_azo, fr_barbitur, fr_benzene, fr_benzodiazepine, fr_bicyclic, fr_diazo, fr_dihydropyridine, fr_epoxide, fr_ester, fr_ether, fr_furan, fr_guanido, fr_halogen, fr_hdrzine, fr_hdrzone, fr_imidazole, fr_imide, fr_isocyan, fr_isothiocyan, fr_ketone, fr_ketone_Topliss, fr_lactam, fr_lactone, fr_methoxy, fr_morpholine, fr_nitrile, fr_nitro, fr_nitro_arom, fr_nitro_arom_nonortho, fr_nitroso, fr_oxazole, fr_oxime, fr_para_hydroxylation, fr_phenol, fr_phenol_noOrthoHbond, fr_phos_acid, fr_phos_ester, fr_piperdine, fr_piperzine, fr_priamide, fr_prisulfonamd, fr_pyridine, fr_quatN, fr_sulfide, fr_sulfonamd, fr_sulfone, fr_term_acetylene, fr_tetrazole, fr_thiazole, fr_thiocyan, fr_thiophene, fr_unbrch_alkane, fr_urea
                    Stanozolol,      25249,        0,    4.500,   48.900,     11.02580,     -0.45369,     11.02580,      0.14567,      0.75249,    328.50000,    296.24400,    328.25146,    132,      0,      0.06755,     -0.38960,      0.38960,      0.06755,      1.08333,      1.87500,      2.70833,      1.50467,    664.55095,     16.74228,     15.43803,     15.43803,     11.35092,     10.08987,     10.08987,     10.16368,     10.16368,      9.44741,      9.44741,      7.70587,      7.70587,     -0.83000, 477938.91732,     15.42688,      4.66109,      1.74916,    145.16853,      5.10653,      0,      0,      0,      0,      0,      5.09868,      0,      5.09868,      0,     13.84747,     98.35537,      6.19684,     11.29498,      5.10653,      0,      0,     10.19736,     34.50161,     77.73884,      0,     17.45422,      0,      0,      0,      0,      0,      0,     20.90494,     12.84164,     34.50161,     70.55352,      6.19684,      0,      0,      0,      5.60105,      5.10653,      0,      5.41499,      5.41499,     30.09245,     56.20313,      0,      0,     37.16542,      0,      0,      0,      0,     18.64380,      2.93899,      3.20305,      0,     12.04394,      7.08688,      0,      0.85714,     24,      2,      3,      4,      0,      4,      0,      1,      1,      2,      2,      3,      0,      3,      0,      3,      5,     94.49550,      0,      1,      0,      0,      0,      2,      1,      0,      0,      0,      0,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      6,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0
                     Stavudine,      18283,        0,   -0.800,   78.900,     11.50528,     -0.56926,     11.50528,      0.13484,      0.64989,    224.21600,    212.12000,    224.07971,     86,      0,      0.33023,     -0.39333,      0.39333,      0.33023,      1.50000,      2.25000,      2.87500,      2.36189,    528.35595,     11.70674,      8.71303,      8.71303,      7.61339,      4.88281,      4.88281,      3.61123,      3.61123,      2.40459,      2.40459,      1.52613,      1.52613,     -1.66000,   5760.16668,     10.84451,      4.07024,      1.84341,     90.80571,      9.84339,      6.10397,      6.22790,      0,      5.55927,      5.68974,     14.34562,      4.79454,      0,      0,      6.07602,     12.99976,     11.76030,      6.60688,      9.84339,      0,      0,      9.55108,      0,     19.25560,      6.60688,     44.75042,      0,      0,     11.24901,      0,      0,      0,     27.36845,      4.73686,      6.92374,     11.79135,     27.93796,      0,      0,      0,     23.58088,      9.58907,      0,      6.60688,      5.56345,      0,     10.76394,     19.07578,      0,      4.98398,      9.84339,      6.63278,      0,     24.85723,      8.87727,     -0.49090,      0,      0,      3.81703,      1.47326,      0,      0.40000,     16,      2,      6,      0,      1,      1,      0,      1,      1,      5,      2,      6,      2,      0,      0,      0,      2,     56.19550,      0,      1,      1,      0,      0,      2,      1,      0,      0,      0,      0,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0
                     Stepronin,      54120,        0,    1.700,  137.000,     11.63584,     -1.11099,     11.63584,      0.18243,      0.84220,    273.33500,    262.24700,    273.01295,     92,      0,      0.32247,     -0.47993,      0.47993,      0.32247,      1.52941,      2.23529,      2.76471,      2.43118,    415.95021,     12.83650,      9.00496,     10.63796,      8.00291,      4.74411,      6.50341,      3.13638,      5.39768,      1.78925,      3.78870,      0.97332,      2.51478,     -1.34000,   6820.67014,     13.72386,      6.40877,      4.57595,    106.21319,     10.42332,      6.54476,      0,     11.02246,      0,      5.96931,     14.38361,      0,      0,     11.33679,     17.82825,     18.37017,      0,     10.12709,     19.49014,     40.09043,      0,      5.31679,      0,     12.17368,      6.54476,     22.38994,      0,      0,      5.31679,      0,      0,     23.09867,     33.89298,      9.58907,      0,     16.59542,     17.51280,      0,      0,      0,     23.67118,     14.38361,      0,      5.11528,      4.87715,     11.76188,     11.33679,     24.43653,      0,      5.31679,      5.10653,      0,      2.19038,     33.86956,     11.60468,      0,     -1.56719,      3.43998,      0,      1.12925,      0,      0.30000,     17,      2,      5,      0,      0,      0,      0,      1,      1,      5,      2,      7,      5,      0,      0,      0,      1,     66.34800,      1,      0,      0,      0,      0,      0,      0,      0,      1,      1,      3,      2,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      1,      0,      0
                  Streptomycin,      19649,        0,   -8.000,  336.000,     12.06311,     -2.38778,     12.06311,      0.13572,      0.06822,    581.58000,    542.26800,    581.26567,    230,      0,      0.18776,     -0.39357,      0.39357,      0.18776,      0.90000,      1.47500,      2,      1.93777,    921.23151,     30.10157,     21.69380,     21.69380,     18.70787,     12.41382,     12.41382,      9.96975,      9.96975,      7.45600,      7.45600,      5.17651,      5.17651,     -2.27000, 309841678.95484,     32.24716,     12.71395,      6.00300,    227.89601,     82.11084,     42.72776,     36.38637,      0,      0,      0,     15.61310,      0,      0,      0,      0,     13.97141,      0,     36.94034,     59.48768,     18.20527,     10.81857,     15.95037,     11.46733,     98.16606,     13.65455,      0,      0,      0,     27.41770,      0,      0,      0,    158.84784,     23.74199,     10.81857,      6.92374,      0,      0,      0,      0,    109.76832,     40.54023,      0,      6.28616,      0,      0,     13.97141,      0,      0,     15.95037,     41.23335,     22.93224,      0,     12.06311,     96.37050,      8.37843,     -1.28746,     -3.95315,    -17.28092,      0.61261,      1.41464,      0.85714,     40,     16,     10,      1,      2,      3,      0,      0,      0,     15,     14,     10,      0,      1,      2,      3,      3,    131.39890,      0,      7,      6,      0,      0,      0,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      5,      2,      0,      1,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      4,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0
                  Streptozocin,      29327,        0,   -1.400,  152.000,     11.30341,     -1.63467,     11.30341,      0.40670,      0.27104,    265.22200,    250.10200,    265.09100,    104,      0,      0.34013,     -0.39357,      0.39357,      0.34013,      1.38889,      2,      2.50000,      2.70655,    315.06571,     13.86988,      9.50188,      9.50188,      8.41712,      5.10000,      5.10000,      3.80939,      3.80939,      2.60667,      2.60667,      1.52603,      1.52603,     -1.33000,   7908.62476,     14.72999,      6.01912,      2.91434,    101.71458,     30.47976,     24.35374,      6.29003,      0,      0,      6.03111,      0,      4.79454,      5.00891,      4.90707,      0,      0,      7.04767,     11.89277,     29.95751,      6.03111,      0,     10.32570,      5.28588,     30.64377,     13.65455,      4.90707,      0,      0,      5.31679,      4.79454,      0,      0,     75.76446,      4.73686,      4.90707,      0,      5.28588,      0,      0,      0,     43.28176,     25.02118,      0,      0,      5.00891,      7.04767,      0,      0,      0,     10.60267,      9.84339,      4.79858,      0,     21.39355,     42.35203,      0,      0,     -2.32792,     -5.84470,     -0.60541,      1.06720,      0.87500,     18,      5,     10,      0,      1,      1,      0,      0,      0,      8,      5,     10,      3,      0,      1,      1,      1,     55.85690,      0,      4,      4,      0,      0,      0,      0,      0,      0,      0,      1,      1,      0,      0,      0,      2,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1
                      Succimer,    2724354,        0,    0.100,   76.600,     10.05657,     -1.28636,     10.05657,      1.26312,      0.45411,    182.22200,    176.17400,    181.97075,     58,      0,      0.31761,     -0.48038,      0.48038,      0.31761,      1,      1.20000,      1.30000,      4.06951,    139.33658,      8.30940,      4.76005,      6.54891,      4.46410,      2.28254,      3.31534,      1.56615,      2.67883,      0.80510,      2.07834,      0.27010,      0.52515,     -0.36000,    106.75591,      9.64000,      3.72216,      2.48613,     68.05572,     10.21305,     10.49988,      0,      0,      0,     11.93861,      9.58907,      0,     25.25758,      0,      0,      0,      0,      0,     19.80213,     37.19619,      0,      0,      0,     10.49988,      0,      0,      0,      0,      0,      0,      0,     25.25758,     32.65154,      9.58907,      0,      0,      0,      0,      0,      0,     22.43849,      9.58907,      0,      0,      0,      0,      0,      0,      0,     25.25758,     10.21305,      0,      7.00488,     20.11315,     13.89914,      0,     -2.57272,      0,      0,      0,      0,      0.50000,     10,      2,      4,      0,      0,      0,      0,      0,      0,      4,      4,      6,      3,      0,      0,      0,      0,     40.81960,      2,      0,      0,      0,      0,      0,      0,      0,      2,      2,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0
               Succinylcholine,       5314,        0,    0.600,   52.600,     11.42637,     -0.34537,     11.42637,      0.08368,      0.45159,    290.40400,    260.16400,    290.21946,    118,      0,      0.30609,     -0.45966,      0.45966,      0.30609,      0.70000,      1,      1.25000,      3.66166,    284.11604,     15.81155,     13.77006,     13.77006,      8.99480,      6.91669,      6.91669,      6.96880,      6.96880,      2.58356,      2.58356,      1.21514,      1.21514,     -1.14000,   8830.46713,     18.86000,      8.21475,     13.29539,    121.97324,     18.43979,     26.30328,      0,      0,      0,     11.93861,      9.58907,      0,      0,      0,      0,      0,      0,     55.12768,     28.02886,     11.93861,      0,      0,      0,     12.84164,     68.58931,      0,      0,      0,      0,      0,      0,      0,     89.49398,     19.06280,      0,     12.84164,      0,      0,      0,      0,      0,      9.58907,      0,     24.78025,     13.21376,     22.05557,      0,      0,     42.28603,      0,      9.47373,     11.59648,      0,     22.85275,      0,      0,     -0.69074,      0,      0.16736,      2.24717,     12.16031,      0.85714,     20,      0,      6,      0,      0,      0,      0,      0,      0,      4,      0,      6,      0,      0,      0,      0,      0,     76.95080,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      2,      0,      0,      0,      2,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0
                    Sufentanil,      41693,        1,    4.000,   61.000,     12.91252,     -0.26128,     12.91252,      0.17156,      0.68109,    386.56100,    356.32100,    386.20280,    146,      0,      0.22680,     -0.38223,      0.38223,      0.22680,      1.18519,      1.92593,      2.51852,      1.73519,    694.36756,     19.11467,     16.39483,     17.21133,     13.18180,      9.80128,     10.68093,      7.24661,      8.27886,      5.49491,      6.43108,      4.03473,      4.73293,     -1.69000, 2009597.12621,     20.05482,      9.48897,      4.78052,    166.29707,     14.53668,      0,      0,      5.90718,      0,      0,      4.79454,      0,      0,     11.33679,     31.18921,     42.84163,     43.72942,     12.14581,      9.53140,     22.93135,      0,      4.89991,      0,     38.14595,     38.25086,     52.72178,      0,      0,      4.89991,      5.68739,      0,     11.33679,     49.69696,     15.95222,      0,     31.06335,     47.84463,      0,      0,      0,      0,      4.79454,      0,     11.44610,     13.02770,     44.58412,      4.87715,      7.10980,     53.49227,     22.41271,      4.73686,      5.62518,      1.82893,     18.89508,      2.14211,      0.71875,      0.17156,     14.39803,      3.47769,      5.58541,      1.74059,      0.50000,     27,      0,      4,      0,      1,      1,      1,      1,      2,      4,      0,      5,      8,      0,      1,      1,      3,    112.52300,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      1,      0,      0,      0,      2,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      1,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0
                 Sulfacetamide,       5320,        0,   -1.000,   97.600,     11.38113,     -3.73139,     11.38113,      0.01565,      0.68282,    214.24600,    204.16600,    214.04121,     76,      0,      0.26354,     -0.39873,      0.39873,      0.26354,      1.28571,      1.78571,      2.21429,      3.04749,    436.15913,     10.76758,      7.51974,      8.33624,      6.41552,      3.80575,      5.28891,      2.73072,      4.41312,      1.46849,      2.91745,      0.89512,      1.88580,     -1.56000,    944.98642,     10.52039,      3.66695,      2.46180,     81.97334,      5.73367,      0,      0,      5.90718,     10.02329,      0,      4.79454,     13.13989,      0,      0,      0,     24.26547,     12.61112,      4.89548,     13.21233,     21.61786,      0,      4.72209,      0,     11.81922,      5.73367,     24.26547,      0,      0,     10.45576,      5.68739,      0,      0,     14.32498,     14.81783,      0,      6.92374,     29.16095,      0,      0,      0,     15.93047,     13.21233,      0,      4.89548,      5.68739,      6.92374,     24.26547,      0,      4.72209,      0,      5.73367,     24.60961,      0,     10.60031,      0,      5.85364,     -0.62331,      5.57402,      0,      1.13378,     -3.73139,      0.12500,     14,      3,      5,      0,      0,      0,      1,      0,      1,      4,      2,      6,      2,      0,      0,      0,      1,     51.85690,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0
                   Sulfacytine,       5322,        0,    0.100,  113.000,     12.07788,     -3.78263,     12.07788,      0.01711,      0.80488,    294.33600,    280.22400,    294.07866,    106,      0,      0.34901,     -0.39873,      0.39873,      0.34901,      1.25000,      1.90000,      2.45000,      2.30675,    766.03460,     14.75071,     10.77598,     11.59248,      9.41985,      5.88011,      7.36327,      4.05591,      5.73831,      2.64417,      4.01480,      1.56995,      2.57120,     -2.35000,  26840.78395,     14.06745,      5.33400,      2.96633,    115.67970,      5.73367,      5.81786,      0,      0,     10.02329,      5.68974,      9.28919,     13.21233,      4.98398,      0,      0,     37.25557,     18.42899,      4.89548,      8.41780,     21.52854,      0,      9.55108,      0,     18.36398,     10.45576,     47.01296,      0,      0,     16.14551,     11.50525,      0,      0,     17.96888,     16.56805,      0,      6.92374,     46.21870,      0,      0,      0,     15.71303,     13.21233,      0,     10.71335,     12.23214,      0,     41.09578,      6.92374,      0,      9.70607,      5.73367,     27.77098,      0,     15.25246,      0,      5.45882,     -0.01711,      7.15648,      1.48231,      2.26203,     -3.78263,      0.16667,     20,      3,      7,      0,      0,      0,      1,      1,      2,      6,      2,      8,      4,      0,      0,      0,      2,     75.83390,      0,      0,      0,      1,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      1,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0
                  Sulfadiazine,       5215,        0,   -0.100,  106.000,     11.88095,     -3.66065,     11.88095,      0.03178,      0.78714,    250.28300,    240.20300,    250.05245,     88,      0,      0.26372,     -0.39873,      0.39873,      0.26372,      1.05882,      1.64706,      2.23529,      2.28551,    595.96284,     12.30312,      8.73797,      9.55447,      8.07732,      4.73190,      6.21507,      3.24693,      4.92933,      1.98183,      3.32590,      1.17788,      2.13589,     -2.15000,   7471.41456,     11.33881,      4.38010,      2.69773,     98.57832,      5.73367,      0,      0,      5.94834,     10.02329,      0,      0,     23.10785,      0,      0,      0,     30.33184,     18.08107,      4.89548,      8.41780,     21.65902,      0,      9.96796,      0,      4.89548,     10.45576,     42.72552,      0,      0,     10.45576,     11.63573,      0,      0,     18.38575,     10.02329,      0,      0,     47.62101,      0,      0,      0,     10.02329,      8.41780,      0,     10.84382,      5.68739,      0,     36.65916,      6.06637,      0,     14.69005,      5.73367,     26.02509,      0,      7.67213,      0,      5.98252,      0.03178,      7.46137,      2.90443,      0,     -3.66065,      0,     17,      3,      6,      0,      0,      0,      1,      1,      2,      5,      2,      7,      3,      0,      0,      0,      2,     63.69490,      0,      0,      0,      1,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0
              Sulfadimethoxine,       5323,        0,    1.600,  125.000,     12.21817,     -3.78700,     12.21817,      0.00986,      0.78709,    310.33500,    296.22300,    310.07358,    112,      0,      0.32095,     -0.48077,      0.48077,      0.32095,      1.09524,      1.76190,      2.33333,      2.33631,    709.17269,     15.45782,     11.39977,     12.21627,      9.94102,      5.79815,      7.28131,      3.95678,      5.63918,      2.50317,      3.87381,      1.49553,      2.48766,     -2.55000,  45765.69402,     14.85074,      5.83395,      3.50973,    121.53530,     15.20739,      0,      5.81786,      5.87999,     10.02329,      6.01046,      4.72209,      8.41780,      9.96796,      0,      0,     24.26547,     11.75375,     19.11508,     17.89152,     21.52854,      0,      9.96796,      0,      4.89548,     24.67536,     30.33184,      0,     11.89045,     19.92949,     11.50525,     11.89045,      0,     32.60535,     10.02329,      0,      0,     35.22732,      0,      0,      0,     10.02329,      8.41780,      0,     22.60380,      5.68739,      0,     44.55143,      0,      0,     14.69005,     15.20739,     36.59060,      0,      7.84081,      0,      6.00099,      0.21517,      7.11855,      0,      0,     -1.01611,      0.16667,     21,      3,      8,      0,      0,      0,      1,      1,      2,      7,      2,      0,      5,      0,      0,      0,      2,     76.79890,      0,      0,      0,      1,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0
                   Sulfadoxine,      17134,        0,    0.700,  125.000,     12.27195,     -3.81905,     12.27195,      0.01280,      0.78709,    310.33500,    296.22300,    310.07358,    112,      0,      0.26265,     -0.48856,      0.48856,      0.26265,      1.09524,      1.76190,      2.33333,      2.39000,    731.42269,     15.45782,     11.39977,     12.21627,      9.97469,      5.78998,      7.27314,      3.93934,      5.62174,      2.59006,      3.94490,      1.59285,      2.60503,     -2.55000,  47849.09681,     14.85074,      5.83395,      3.13514,    121.53530,     15.20739,      6.32732,      5.81786,      5.74951,     15.90328,      0,      4.72209,     13.40178,      4.98398,      0,      0,     24.26547,      5.68739,     19.11508,     17.89152,     21.52854,      0,      9.96796,      0,      4.89548,     24.67536,     30.59279,      0,     11.62950,     19.92949,     11.50525,     11.62950,      0,     32.60535,     10.02329,      0,      0,     35.48827,      0,      0,      0,     10.02329,      8.41780,      0,     22.34285,      5.68739,      0,     44.81238,      0,      0,     14.69005,     15.20739,     36.92410,      0,      7.74079,      0,      6.00149,      0.21083,      5.76770,      1.16884,      0,     -1.06376,      0.16667,     21,      3,      8,      0,      0,      0,      1,      1,      2,      7,      2,      0,      5,      0,      0,      0,      2,     76.79890,      0,      0,      0,      1,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0
                 Sulfamerazine,       5325,        0,    0.100,  106.000,     11.99225,     -3.67741,     11.99225,      0.04799,      0.81074,    264.31000,    252.21400,    264.06810,     94,      0,      0.26372,     -0.39873,      0.39873,      0.26372,      1.16667,      1.83333,      2.44444,      2.29812,    652.99836,     13.17336,      9.66062,     10.47712,      8.47116,      5.15265,      6.63581,      3.69616,      5.37857,      2.21087,      3.55494,      1.32418,      2.27512,     -2.15000,  10346.73666,     12.31069,      4.61289,      2.74767,    104.94326,      5.73367,      0,      0,      5.94834,     10.02329,      0,      0,     23.10785,      0,      0,      0,     37.25557,     17.57816,      4.89548,      8.41780,     21.65902,      0,      9.96796,      0,     11.81922,     10.45576,     42.22261,      0,      0,     10.45576,     11.63573,      0,      0,     18.38575,     10.02329,      6.92374,      5.69393,     41.42416,      0,      0,      0,     10.02329,      8.41780,      0,     10.84382,     11.38131,      0,     30.46231,     12.99010,      0,     14.69005,      5.73367,     26.28852,      0,      7.92986,      0,      6.68372,      0.04799,      7.56872,      1.48925,      1.75267,     -3.67741,      0.09091,     18,      3,      6,      0,      0,      0,      1,      1,      2,      5,      2,      7,      3,      0,      0,      0,      2,     68.43190,      0,      0,      0,      1,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      1,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0
